club_id,club_code,name,domestic_competition_id,total_market_value,squad_size,average_age,foreigners_number,foreigners_percentage,national_team_players,stadium_name,stadium_seats,net_transfer_record,coach_name,last_season,url
16245,fk-sevastopol,null,UKR1,,0,,0,,0,SK Sevastopol,5826,+-0,null,2013,https://www.transfermarkt.co.uk/fk-sevastopol/startseite/verein/16245
19657,vendsyssel-ff,null,DK1,,24,25.1,7,29.2,0,Nord Energi Arena,10000,€-20k,null,2018,https://www.transfermarkt.co.uk/vendsyssel-ff/startseite/verein/19657
2079,veria-nps,null,GR1,,29,24.3,4,13.8,0,Dimotiko Stadio Verias,6350,+-0,null,2016,https://www.transfermarkt.co.uk/veria-nps/startseite/verein/2079
23,eintracht-braunschweig,null,L1,,29,26.0,9,31.0,0,EINTRACHT-Stadion,23325,€-600k,null,2013,https://www.transfermarkt.co.uk/eintracht-braunschweig/startseite/verein/23
234,feyenoord-rotterdam,Feyenoord Rotterdam,NL1,,27,23.5,16,59.3,13,"Stadion Feyenoord ""De Kuip""",47500,+€35.13m,null,2022,https://www.transfermarkt.co.uk/feyenoord-rotterdam/startseite/verein/234
24,eintracht-frankfurt,Eintracht Frankfurt,L1,,30,25.2,18,60.0,11,Deutsche Bank Park,51500,€-9.40m,null,2022,https://www.transfermarkt.co.uk/eintracht-frankfurt/startseite/verein/24
2441,aek-athen,AEK Athens,GR1,,31,27.3,20,64.5,11,OPAP Arena,31100,€-2.60m,null,2022,https://www.transfermarkt.co.uk/aek-athen/startseite/verein/2441
2698,rubin-kazan,null,RU1,,33,26.7,8,24.2,2,Ak Bars Arena,45379,+€10.22m,null,2021,https://www.transfermarkt.co.uk/rubin-kazan/startseite/verein/2698
2700,anzhi-makhachkala,null,RU1,,0,,0,,0,RDYuSSh MinObrNauki RD Politekh Makhachkala,1600,+-0,null,2018,https://www.transfermarkt.co.uk/anzhi-makhachkala/startseite/verein/2700
2722,spal,null,IT1,,32,26.0,8,25.0,2,Paolo Mazza,16134,+€2.75m,null,2019,https://www.transfermarkt.co.uk/spal/startseite/verein/2722
28643,waasland-beveren,null,BE1,,27,26.8,16,59.3,3,Freethielstadion,13290,€-350k,null,2020,https://www.transfermarkt.co.uk/waasland-beveren/startseite/verein/28643
3336,desportivo-aves,null,PO1,,0,,0,,0,Estádio CD das Aves,5441,+-0,null,2019,https://www.transfermarkt.co.uk/desportivo-aves/startseite/verein/3336
398,lazio-rom,SS Lazio,IT1,,26,27.2,16,61.5,9,Olimpico di Roma,73261,+€2.45m,null,2022,https://www.transfermarkt.co.uk/lazio-rom/startseite/verein/398
441,apollon-smyrnis,null,GR1,,27,27.3,15,55.6,0,Stadio Neas Smyrnis,11700,+-0,null,2021,https://www.transfermarkt.co.uk/apollon-smyrnis/startseite/verein/441
543,wolverhampton-wanderers,Wolverhampton Wanderers,GB1,,28,26.2,24,85.7,14,Molineux Stadium,32050,€-114.24m,null,2022,https://www.transfermarkt.co.uk/wolverhampton-wanderers/startseite/verein/543
55686,metalist-1925-kharkiv,Metalist 1925 Kharkiv,UKR1,,27,25.6,2,7.4,0,NSK Olimpisky,70050,+-0,null,2022,https://www.transfermarkt.co.uk/metalist-1925-kharkiv/startseite/verein/55686
58,rsc-anderlecht,RSC Anderlecht,BE1,,26,24.6,12,46.2,10,Lotto Park,21500,+€22.51m,null,2022,https://www.transfermarkt.co.uk/rsc-anderlecht/startseite/verein/58
60551,sk-dnipro-1,SK Dnipro-1,UKR1,,29,25.9,9,31.0,6,Avangard,10640,+€650k,null,2022,https://www.transfermarkt.co.uk/sk-dnipro-1/startseite/verein/60551
7179,cd-tondela,null,PO1,,26,22.8,12,46.2,2,Estádio João Cardoso,5000,+€50k,null,2021,https://www.transfermarkt.co.uk/cd-tondela/startseite/verein/7179
7378,portimonense-sc,Portimonense SC,PO1,,32,25.1,23,71.9,3,Portimonense Estádio,6000,+€12.10m,null,2022,https://www.transfermarkt.co.uk/portimonense-sc/startseite/verein/7378
10484,kasimpasa,Kasimpasa,TR1,,33,27.5,17,51.5,4,Recep Tayyip Erdoğan Stadyumu,13856,+€4.80m,null,2022,https://www.transfermarkt.co.uk/kasimpasa/startseite/verein/10484
1148,fc-brentford,Brentford FC,GB1,,25,25.6,19,76.0,15,Brentford Community Stadium,17250,€-47.90m,null,2022,https://www.transfermarkt.co.uk/fc-brentford/startseite/verein/1148
1158,fc-lorient,FC Lorient,FR1,,26,24.6,12,46.2,7,Stade du Moustoir,19010,+€9.25m,null,2022,https://www.transfermarkt.co.uk/fc-lorient/startseite/verein/1158
1159,as-nancy-lorraine,null,FR1,,27,25.6,5,18.5,0,Stade Marcel-Picot,20087,+-0,null,2016,https://www.transfermarkt.co.uk/as-nancy-lorraine/startseite/verein/1159
1237,brighton-amp-hove-albion,Brighton & Hove Albion,GB1,,25,24.8,18,72.0,13,AMEX Stadium,31800,+€82.17m,null,2022,https://www.transfermarkt.co.uk/brighton-amp-hove-albion/startseite/verein/1237
132,nac-breda,null,NL1,,32,23.7,10,31.3,2,Rat Verlegh Stadion,19000,+€115k,null,2018,https://www.transfermarkt.co.uk/nac-breda/startseite/verein/132
148,tottenham-hotspur,Tottenham Hotspur,GB1,,25,26.7,17,68.0,16,Tottenham Hotspur Stadium,62062,€-139.15m,null,2022,https://www.transfermarkt.co.uk/tottenham-hotspur/startseite/verein/148
16247,pfk-stal-kamyanske,null,UKR1,,0,,0,,0,Obolon,5100,+-0,null,2017,https://www.transfermarkt.co.uk/pfk-stal-kamyanske/startseite/verein/16247
23611,olimpik-donetsk,null,UKR1,,0,,0,,0,NTK im. B. M. Bannikova,1678,+-0,null,2020,https://www.transfermarkt.co.uk/olimpik-donetsk/startseite/verein/23611
252,genua-cfc,null,IT1,,31,26.3,20,64.5,5,Luigi Ferraris,34901,+€10.72m,null,2021,https://www.transfermarkt.co.uk/genua-cfc/startseite/verein/252
2783,metalurg-donetsk,null,UKR1,,0,,0,,0,Metalurg,5090,+-0,null,2014,https://www.transfermarkt.co.uk/metalurg-donetsk/startseite/verein/2783
28956,ael-kalloni,null,GR1,,0,,0,,0,Stadio Mytilinis,4000,+-0,null,2015,https://www.transfermarkt.co.uk/ael-kalloni/startseite/verein/28956
3,1-fc-koln,1.FC Köln,L1,,34,24.6,11,32.4,7,RheinEnergieSTADION,50000,+€5.52m,null,2022,https://www.transfermarkt.co.uk/1-fc-koln/startseite/verein/3
31,fc-liverpool,Liverpool FC,GB1,,30,26.6,21,70.0,17,Anfield,54074,€-56.60m,null,2022,https://www.transfermarkt.co.uk/fc-liverpool/startseite/verein/31
36,fenerbahce-istanbul,Fenerbahce,TR1,,28,26.9,15,53.6,15,Ülker Stadyumu FB Şükrü Saraçoğlu Spor Kompleksi,47834,€-13.71m,null,2022,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36
379,west-ham-united,West Ham United,GB1,,22,28.2,16,72.7,13,London Stadium,62500,€-172.45m,null,2022,https://www.transfermarkt.co.uk/west-ham-united/startseite/verein/379
385,fortuna-sittard,Fortuna Sittard,NL1,,26,25.8,18,69.2,2,Fortuna Sittard Stadion,12500,+€400k,null,2022,https://www.transfermarkt.co.uk/fortuna-sittard/startseite/verein/385
3911,stade-brest-29,Stade Brestois 29,FR1,,26,25.5,9,34.6,4,Stade Francis-Le Blé,15097,€-3.25m,null,2022,https://www.transfermarkt.co.uk/stade-brest-29/startseite/verein/3911
405,aston-villa,Aston Villa,GB1,,23,27.2,16,69.6,13,Villa Park,42682,€-46.14m,null,2022,https://www.transfermarkt.co.uk/aston-villa/startseite/verein/405
417,ogc-nizza,OGC Nice,FR1,,27,24.3,18,66.7,13,Allianz Riviera,36178,€-39.60m,null,2022,https://www.transfermarkt.co.uk/ogc-nizza/startseite/verein/417
4171,benevento-calcio,null,IT1,,31,26.6,16,51.6,2,Ciro Vigorito,16867,€-1.93m,null,2020,https://www.transfermarkt.co.uk/benevento-calcio/startseite/verein/4171
418,real-madrid,Real Madrid,ES1,,25,27.4,17,68.0,16,Santiago Bernabéu,81044,+€12.15m,null,2022,https://www.transfermarkt.co.uk/real-madrid/startseite/verein/418
467,nec-nijmegen,NEC Nijmegen,NL1,,27,24.2,9,33.3,1,Goffertstadion,12500,€-1.00m,null,2022,https://www.transfermarkt.co.uk/nec-nijmegen/startseite/verein/467
47,iraklis-thessaloniki,null,GR1,,27,24.3,9,33.3,0,Kaftanzoglio Stadio,27770,+-0,null,2016,https://www.transfermarkt.co.uk/iraklis-thessaloniki/startseite/verein/47
6195,ssc-neapel,SSC Napoli,IT1,,27,26.1,19,70.4,20,Stadio Diego Armando Maradona,54726,+€4.40m,null,2022,https://www.transfermarkt.co.uk/ssc-neapel/startseite/verein/6195
720,fc-porto,FC Porto,PO1,,28,26.6,15,53.6,9,Estádio do Dragão,50399,+€35.74m,null,2022,https://www.transfermarkt.co.uk/fc-porto/startseite/verein/720
833,denizlispor,null,TR1,,27,25.7,3,11.1,1,Denizli Atatürk Stadı,18745,+-0,null,2020,https://www.transfermarkt.co.uk/denizlispor/startseite/verein/833
862,chievo-verona,null,IT1,,0,,0,,0,Marcantonio Bentegodi,31045,+-0,null,2018,https://www.transfermarkt.co.uk/chievo-verona/startseite/verein/862
931,fc-fulham,Fulham FC,GB1,,24,28.1,22,91.7,14,Craven Cottage,22384,€-49.30m,null,2022,https://www.transfermarkt.co.uk/fc-fulham/startseite/verein/931
968,kvc-westerlo,KVC Westerlo,BE1,,27,26.3,16,59.3,4,Het Kuipje,8035,+€9.61m,null,2022,https://www.transfermarkt.co.uk/kvc-westerlo/startseite/verein/968
982,cd-nacional,null,PO1,,27,25.0,12,44.4,2,Estádio da Madeira,5586,+-0,null,2020,https://www.transfermarkt.co.uk/cd-nacional/startseite/verein/982
1032,fc-reading,null,GB1,,27,27.1,17,63.0,7,Select Car Leasing Stadium,24161,+-0,null,2012,https://www.transfermarkt.co.uk/fc-reading/startseite/verein/1032
1085,vitoria-setubal-fc,null,PO1,,29,26.0,10,34.5,0,Estádio do Bonfim,18642,+-0,null,2019,https://www.transfermarkt.co.uk/vitoria-setubal-fc/startseite/verein/1085
1090,az-alkmaar,AZ Alkmaar,NL1,,28,23.1,11,39.3,8,AFAS Stadion,19478,+€8.21m,null,2022,https://www.transfermarkt.co.uk/az-alkmaar/startseite/verein/1090
1124,fakel-voronezh,Fakel Voronezh,RU1,,25,27.3,2,8.0,0,Central Stadium of Profsoyuzes,21793,€-120k,null,2022,https://www.transfermarkt.co.uk/fakel-voronezh/startseite/verein/1124
141,galatasaray-istanbul,Galatasaray,TR1,,29,25.9,16,55.2,12,Ali Sami Yen Spor Kompleksi NEF Stadyumu,52223,€-32.44m,null,2022,https://www.transfermarkt.co.uk/galatasaray-istanbul/startseite/verein/141
1423,fc-valenciennes,null,FR1,,28,25.0,8,28.6,4,Stade du Hainaut,25000,€-500k,null,2013,https://www.transfermarkt.co.uk/fc-valenciennes/startseite/verein/1423
162,as-monaco,AS Monaco,FR1,,27,24.3,27,100.0,9,Stade Louis-II,18523,+€112.70m,null,2022,https://www.transfermarkt.co.uk/as-monaco/startseite/verein/162
20,bursaspor,null,TR1,,26,21.4,0,,0,Bursa Büyükşehir Belediye Stadyumu,43361,+-0,null,2018,https://www.transfermarkt.co.uk/bursaspor/startseite/verein/20
2227,sk-tavriya-simferopol,null,UKR1,,0,,0,,0,RS Lokomotiv,19978,+-0,null,2013,https://www.transfermarkt.co.uk/sk-tavriya-simferopol/startseite/verein/2227
2282,fc-brugge,Club Brugge KV,BE1,,30,23.9,17,56.7,14,Jan-Breydel-Stadion,29062,+€8.80m,null,2022,https://www.transfermarkt.co.uk/fc-brugge/startseite/verein/2282
2381,sivasspor,Sivasspor,TR1,,31,28.5,17,54.8,5,Yeni 4 Eylül Stadı,27532,€-100k,null,2022,https://www.transfermarkt.co.uk/sivasspor/startseite/verein/2381
2414,ac-horsens,AC Horsens,DK1,,23,25.7,9,39.1,4,Nordstern Arena Horsens,10400,+€900k,null,2022,https://www.transfermarkt.co.uk/ac-horsens/startseite/verein/2414
2424,gil-vicente-fc,Gil Vicente FC,PO1,,25,25.6,17,68.0,4,Estádio Cidade de Barcelos,12046,+€5.35m,null,2022,https://www.transfermarkt.co.uk/gil-vicente-fc/startseite/verein/2424
2439,kuban-krasnodar,null,RU1,,0,,0,,0,Kuban Stadium,31654,+-0,null,2015,https://www.transfermarkt.co.uk/kuban-krasnodar/startseite/verein/2439
2715,rfc-seraing,RFC Seraing,BE1,,28,23.7,19,67.9,2,Stade du Paray,6744,+-0,null,2022,https://www.transfermarkt.co.uk/rfc-seraing/startseite/verein/2715
28095,fk-ufa,null,RU1,,26,24.4,3,11.5,0,Neftyanik,15132,+€4.84m,null,2021,https://www.transfermarkt.co.uk/fk-ufa/startseite/verein/28095
2861,kv-oostende,KV Oostende,BE1,,32,23.9,19,59.4,4,Diaz Arena,8432,+€9.60m,null,2022,https://www.transfermarkt.co.uk/kv-oostende/startseite/verein/2861
3008,hull-city,null,GB1,,28,25.0,17,60.7,6,MKM Stadium,25586,+€7.50m,null,2016,https://www.transfermarkt.co.uk/hull-city/startseite/verein/3008
3329,fc-famalicao,FC Famalicão,PO1,,30,24.3,19,63.3,4,Estádio Municipal de Famalicão,5300,+€2.20m,null,2022,https://www.transfermarkt.co.uk/fc-famalicao/startseite/verein/3329
347,fc-metz,null,FR1,,21,24.9,14,66.7,7,Stade Saint-Symphorien,26700,+€14.20m,null,2021,https://www.transfermarkt.co.uk/fc-metz/startseite/verein/347
350,sheffield-united,null,GB1,,27,26.7,14,51.9,9,Bramall Lane,32702,€-4.50m,null,2020,https://www.transfermarkt.co.uk/sheffield-united/startseite/verein/350
371,celtic-glasgow,Celtic FC,SC1,,26,26.1,19,73.1,16,Celtic Park,60832,€-16.63m,null,2022,https://www.transfermarkt.co.uk/celtic-glasgow/startseite/verein/371
40426,fk-tosno,null,RU1,,0,,0,,0,Petrovsky,20985,+-0,null,2017,https://www.transfermarkt.co.uk/fk-tosno/startseite/verein/40426
41231,fk-sochi,FC Sochi,RU1,,25,27.9,7,28.0,3,Fisht Olympic Stadium,45994,+€5.97m,null,2022,https://www.transfermarkt.co.uk/fk-sochi/startseite/verein/41231
566,beerschot-ac,null,BE1,,0,,0,,0,Olympisch Stadion,12771,+-0,null,2012,https://www.transfermarkt.co.uk/beerschot-ac/startseite/verein/566
653,ofi-kreta,OFI Crete FC,GR1,,31,26.5,16,51.6,3,Gipedo Theodoros Vardinogiannis,9088,+€700k,null,2022,https://www.transfermarkt.co.uk/ofi-kreta/startseite/verein/653
8024,fc-arouca,FC Arouca,PO1,,27,25.9,21,77.8,2,Estádio Municipal de Arouca,5600,+€4.00m,null,2022,https://www.transfermarkt.co.uk/fc-arouca/startseite/verein/8024
993,fc-cordoba,null,ES1,,24,27.8,4,16.7,0,Nuevo Arcángel,21822,+-0,null,2014,https://www.transfermarkt.co.uk/fc-cordoba/startseite/verein/993
1049,fc-valencia,Valencia CF,ES1,,26,25.0,14,53.8,9,Mestalla,48600,+€42.10m,null,2022,https://www.transfermarkt.co.uk/fc-valencia/startseite/verein/1049
1177,silkeborg-if,Silkeborg IF,DK1,,25,24.0,2,8.0,1,JYSK Park,10000,+€5.19m,null,2022,https://www.transfermarkt.co.uk/silkeborg-if/startseite/verein/1177
1210,as-livorno,null,IT1,,28,23.8,3,10.7,0,Armando Picchi,19238,+-0,null,2013,https://www.transfermarkt.co.uk/as-livorno/startseite/verein/1210
1283,fc-emmen,FC Emmen,NL1,,30,25.7,14,46.7,3,De Oude Meerdijk,8309,+-0,null,2022,https://www.transfermarkt.co.uk/fc-emmen/startseite/verein/1283
19771,akhisarspor,null,TR1,,14,20.9,0,,0,Spor Toto Akhisar Stadyumu,12139,+€5k,null,2018,https://www.transfermarkt.co.uk/akhisarspor/startseite/verein/19771
204,lierse-sk,null,BE1,,0,,0,,0,Herman Vanderpoortenstadion,14538,+-0,null,2014,https://www.transfermarkt.co.uk/lierse-sk/startseite/verein/204
2375,altay-sk,null,TR1,,31,25.2,3,9.7,0,Alsancak Mustafa Denizli Stadı,15000,+€1.42m,null,2021,https://www.transfermarkt.co.uk/altay-sk/startseite/verein/2375
2425,rio-ave-fc,Rio Ave FC,PO1,,24,27.3,12,50.0,0,Estádio dos Arcos,9065,+€600k,null,2022,https://www.transfermarkt.co.uk/rio-ave-fc/startseite/verein/2425
2759,ross-county-fc,Ross County FC,SC1,,26,25.9,17,65.4,2,Global Energy Stadium,6541,€-91k,null,2022,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759
3719,fk-khimki,FK Khimki,RU1,,27,25.3,12,44.4,2,Arena Khimki,18636,€-892k,null,2022,https://www.transfermarkt.co.uk/fk-khimki/startseite/verein/3719
48332,kolos-kovalivka,Kolos Kovalivka,UKR1,,24,27.0,1,4.2,1,Kolos,5050,+€670k,null,2022,https://www.transfermarkt.co.uk/kolos-kovalivka/startseite/verein/48332
49364,ingulets-petrove,Ingulets Petrove,UKR1,,28,26.3,2,7.1,1,Stadion Ingulets,1720,+-0,null,2022,https://www.transfermarkt.co.uk/ingulets-petrove/startseite/verein/49364
511,dundee-fc,null,SC1,,27,25.1,12,44.4,0,Kilmac Stadium at Dens Park,11850,+-0,null,2021,https://www.transfermarkt.co.uk/dundee-fc/startseite/verein/511
520,cercle-brugge,Cercle Brugge,BE1,,23,23.9,14,60.9,4,Jan-Breydel-Stadion,29062,€-1.25m,null,2022,https://www.transfermarkt.co.uk/cercle-brugge/startseite/verein/520
610,ajax-amsterdam,Ajax Amsterdam,NL1,,26,24.2,11,42.3,15,Johan Cruijff ArenA,55600,+€103.52m,null,2022,https://www.transfermarkt.co.uk/ajax-amsterdam/startseite/verein/610
68608,cf-os-belenenses,null,PO1,,30,25.7,5,16.7,0,Estádio do Restelo,19980,+-0,null,2017,https://www.transfermarkt.co.uk/cf-os-belenenses/startseite/verein/68608
6993,fk-mariupol,null,UKR1,,0,,0,,0,Stadion im. Volodymyra Boyko,12680,+€100k,null,2021,https://www.transfermarkt.co.uk/fk-mariupol/startseite/verein/6993
6996,goverla-uzhgorod,null,UKR1,,0,,0,,0,Avangard,10640,+-0,null,2015,https://www.transfermarkt.co.uk/goverla-uzhgorod/startseite/verein/6996
826,rc-lens,RC Lens,FR1,,30,25.7,18,60.0,13,Stade Bollaert-Delelis,38223,+€13.24m,null,2022,https://www.transfermarkt.co.uk/rc-lens/startseite/verein/826
985,manchester-united,Manchester United,GB1,,32,26.0,20,62.5,18,Old Trafford,74879,€-230.03m,null,2022,https://www.transfermarkt.co.uk/manchester-united/startseite/verein/985
10,arminia-bielefeld,null,L1,,27,25.3,15,55.6,4,SchücoArena,26515,+€5.90m,null,2021,https://www.transfermarkt.co.uk/arminia-bielefeld/startseite/verein/10
1091,paok-thessaloniki,PAOK Thessaloniki,GR1,,32,26.6,22,68.8,7,Toumba Stadium,28703,€-170k,null,2022,https://www.transfermarkt.co.uk/paok-thessaloniki/startseite/verein/1091
11126,mordovia-saransk,null,RU1,,0,,0,,0,Mordovia Arena,44442,+-0,null,2015,https://www.transfermarkt.co.uk/mordovia-saransk/startseite/verein/11126
11688,giresunspor,Giresunspor,TR1,,26,25.4,10,38.5,4,Çotanak Spor Kompleksi,21500,+€284k,null,2022,https://www.transfermarkt.co.uk/giresunspor/startseite/verein/11688
13,atletico-madrid,Atlético de Madrid,ES1,,22,28.5,15,68.2,17,Civitas Metropolitano,68456,€-9.25m,null,2022,https://www.transfermarkt.co.uk/atletico-madrid/startseite/verein/13
1435,go-ahead-eagles-deventer,Go Ahead Eagles,NL1,,27,23.4,11,40.7,0,De Adelaarshorst,9909,+€750k,null,2022,https://www.transfermarkt.co.uk/go-ahead-eagles-deventer/startseite/verein/1435
14589,fk-orenburg,FK Orenburg,RU1,,25,25.8,13,52.0,4,Gazovik,10046,€-5.58m,null,2022,https://www.transfermarkt.co.uk/fk-orenburg/startseite/verein/14589
16,borussia-dortmund,Borussia Dortmund,L1,,33,24.6,16,48.5,16,SIGNAL IDUNA PARK,81365,€-25.10m,null,2022,https://www.transfermarkt.co.uk/borussia-dortmund/startseite/verein/16
206,brondby-if,Bröndby IF,DK1,,26,24.8,11,42.3,6,Brøndby Stadion,28000,€-10.31m,null,2022,https://www.transfermarkt.co.uk/brondby-if/startseite/verein/206
232,spartak-moskau,Spartak Moscow,RU1,,26,25.1,8,30.8,11,Otkrytie Bank Arena,44571,+€894k,null,2022,https://www.transfermarkt.co.uk/spartak-moskau/startseite/verein/232
276,hellas-verona,Hellas Verona,IT1,,29,26.3,18,62.1,6,Marcantonio Bentegodi,39211,€-5.68m,null,2022,https://www.transfermarkt.co.uk/hellas-verona/startseite/verein/276
281,manchester-city,Manchester City,GB1,,24,26.8,16,66.7,17,Etihad Stadium,55017,+€11.67m,null,2022,https://www.transfermarkt.co.uk/manchester-city/startseite/verein/281
29228,royal-excel-mouscron,null,BE1,,0,,0,,0,Le Canonnier,10830,+€40k,null,2020,https://www.transfermarkt.co.uk/royal-excel-mouscron/startseite/verein/29228
2944,ankaraspor,null,TR1,,30,23.7,1,3.3,0,Osmanlı Stadı,19626,+-0,null,2017,https://www.transfermarkt.co.uk/ankaraspor/startseite/verein/2944
2969,dijon-fco,null,FR1,,29,25.8,14,48.3,4,Stade Gaston-Gérard,16098,+€1.50m,null,2020,https://www.transfermarkt.co.uk/dijon-fco/startseite/verein/2969
2999,hamilton-academical-fc,null,SC1,,28,22.7,9,32.1,0,Fountain of Youth Stadium,6018,+-0,null,2020,https://www.transfermarkt.co.uk/hamilton-academical-fc/startseite/verein/2999
3302,ud-almeria,UD Almería,ES1,,26,26.2,13,50.0,3,Power Horse Stadium,15274,€-14.88m,null,2022,https://www.transfermarkt.co.uk/ud-almeria/startseite/verein/3302
368,fc-sevilla,Sevilla FC,ES1,,24,28.8,18,75.0,9,Ramón Sánchez-Pizjuán,43883,+€62.10m,null,2022,https://www.transfermarkt.co.uk/fc-sevilla/startseite/verein/368
3999,pas-lamia-1964,PAS Lamia 1964,GR1,,33,28.7,16,48.5,3,"Stadio Lamia ""Athanasios Diakos""",5500,+-0,null,2022,https://www.transfermarkt.co.uk/pas-lamia-1964/startseite/verein/3999
4128,amkar-perm,null,RU1,,26,25.8,0,,0,Zvezda,17000,+-0,null,2017,https://www.transfermarkt.co.uk/amkar-perm/startseite/verein/4128
430,ac-florenz,ACF Fiorentina,IT1,,26,26.5,14,53.8,9,Artemio Franchi,43147,+€11.10m,null,2022,https://www.transfermarkt.co.uk/ac-florenz/startseite/verein/430
506,juventus-turin,Juventus FC,IT1,,28,27.0,17,60.7,17,Allianz Stadium,41507,+€5.03m,null,2022,https://www.transfermarkt.co.uk/juventus-turin/startseite/verein/506
5219,aok-kerkyra,null,GR1,,7,29.0,1,14.3,0,Ethniko Stadio Kerkyras,3000,+-0,null,2017,https://www.transfermarkt.co.uk/aok-kerkyra/startseite/verein/5219
595,sc-bastia,null,FR1,,25,27.6,8,32.0,6,Stade Armand-Cesari,16480,+€480k,null,2016,https://www.transfermarkt.co.uk/sc-bastia/startseite/verein/595
618,as-saint-etienne,null,FR1,,27,25.5,7,25.9,3,Stade Geoffroy-Guichard,42000,+€12.85m,null,2021,https://www.transfermarkt.co.uk/as-saint-etienne/startseite/verein/618
65,spvgg-greuther-furth,null,L1,,28,23.9,11,39.3,2,Sportpark Ronhof | Thomas Sommer,16626,+€3.97m,null,2021,https://www.transfermarkt.co.uk/spvgg-greuther-furth/startseite/verein/65
903,hibernian-fc,Hibernian FC,SC1,,24,26.5,15,62.5,3,Easter Road Stadium,20250,+€4.23m,null,2022,https://www.transfermarkt.co.uk/hibernian-fc/startseite/verein/903
1071,wigan-athletic,null,GB1,,27,27.9,15,55.6,8,DW Stadium,25133,+-0,null,2012,https://www.transfermarkt.co.uk/wigan-athletic/startseite/verein/1071
1147,ac-ajaccio,AC Ajaccio,FR1,,30,28.4,15,50.0,9,Stade François-Coty,10446,+€300k,null,2022,https://www.transfermarkt.co.uk/ac-ajaccio/startseite/verein/1147
1301,cs-maritimo,CS Marítimo,PO1,,29,26.5,18,62.1,4,Estádio do Marítimo,10932,€-750k,null,2022,https://www.transfermarkt.co.uk/cs-maritimo/startseite/verein/1301
133,sc-cambuur-leeuwarden,SC Cambuur Leeuwarden,NL1,,30,25.7,12,40.0,5,Cambuurstadion,10250,€-550k,null,2022,https://www.transfermarkt.co.uk/sc-cambuur-leeuwarden/startseite/verein/133
1627,catania-calcio,null,IT1,,28,25.9,3,10.7,0,Cibali - Angelo Massimino,20204,+-0,null,2013,https://www.transfermarkt.co.uk/catania-calcio/startseite/verein/1627
173,odense-boldklub,null,DK1,,26,23.7,13,50.0,4,Nature Energy Park,15790,+€600k,null,2022,https://www.transfermarkt.co.uk/odense-boldklub/startseite/verein/173
190,fc-kopenhagen,FC Copenhagen,DK1,,28,25.3,17,60.7,11,Parken,38065,+€9.24m,null,2022,https://www.transfermarkt.co.uk/fc-kopenhagen/startseite/verein/190
21957,ao-platanias,null,GR1,,0,,0,,0,Dimotiko Gipedo Perivolia,3700,+-0,null,2017,https://www.transfermarkt.co.uk/ao-platanias/startseite/verein/21957
237,rcd-mallorca,RCD Mallorca,ES1,,24,27.9,13,54.2,9,Mallorca Son Moix,20500,€-8.32m,null,2022,https://www.transfermarkt.co.uk/rcd-mallorca/startseite/verein/237
2410,zska-moskau,CSKA Moscow,RU1,,26,25.1,8,30.8,7,VEB Arena,30114,€-4.72m,null,2022,https://www.transfermarkt.co.uk/zska-moskau/startseite/verein/2410
244,olympique-marseille,Olympique Marseille,FR1,,22,26.6,16,72.7,13,Orange Vélodrome,67394,€-77.93m,null,2022,https://www.transfermarkt.co.uk/olympique-marseille/startseite/verein/244
2995,fc-pacos-de-ferreira,FC Paços de Ferreira,PO1,,28,25.6,12,42.9,2,Estádio Capital do Móvel,9200,+€4.96m,null,2022,https://www.transfermarkt.co.uk/fc-pacos-de-ferreira/startseite/verein/2995
