club_id,club_code,name,domestic_competition_id,total_market_value,squad_size,average_age,foreigners_number,foreigners_percentage,national_team_players,stadium_name,stadium_seats,net_transfer_record,coach_name,last_season,url
3268,casa-pia-ac,Casa Pia AC,PO1,,28,26.7,19,67.9,4,Estádio Nacional do Jamor,41000,+€190k,null,2022,https://www.transfermarkt.co.uk/casa-pia-ac/startseite/verein/3268
3368,ud-levante,null,ES1,,23,27.5,6,26.1,0,Ciutat de València,26354,+€7.80m,null,2021,https://www.transfermarkt.co.uk/ud-levante/startseite/verein/3368
339,dnipro-dnipropetrovsk,null,UKR1,,0,,0,,0,Meteor,24381,+-0,null,2016,https://www.transfermarkt.co.uk/dnipro-dnipropetrovsk/startseite/verein/339
3592,kryvbas-kryvyi-rig,Kryvbas Kryvyi Rig,UKR1,,27,26.0,4,14.8,1,Girnyk,2500,€-150k,null,2022,https://www.transfermarkt.co.uk/kryvbas-kryvyi-rig/startseite/verein/3592
366,real-valladolid,Real Valladolid CF,ES1,,24,28.0,10,41.7,6,Nuevo José Zorrilla,27618,€-5.00m,null,2022,https://www.transfermarkt.co.uk/real-valladolid/startseite/verein/366
3691,tom-tomsk,null,RU1,,0,,0,,0,Trud,10028,+-0,null,2016,https://www.transfermarkt.co.uk/tom-tomsk/startseite/verein/3691
533,tsg-1899-hoffenheim,TSG 1899 Hoffenheim,L1,,31,25.8,17,54.8,9,PreZero Arena,30150,+€40.40m,null,2022,https://www.transfermarkt.co.uk/tsg-1899-hoffenheim/startseite/verein/533
5818,hobro-ik,null,DK1,,22,24.8,4,18.2,2,DS Arena,7500,+-0,null,2019,https://www.transfermarkt.co.uk/hobro-ik/startseite/verein/5818
605,aris-thessaloniki,Aris Thessaloniki,GR1,,30,27.0,22,73.3,7,"Gipedo ""Kleanthis Vikelidis""",22800,+€4.80m,null,2022,https://www.transfermarkt.co.uk/aris-thessaloniki/startseite/verein/605
60949,volos-nps,Volos NPS,GR1,,26,26.4,16,61.5,2,Panthessaliko Stadio,22700,+€1.27m,null,2022,https://www.transfermarkt.co.uk/volos-nps/startseite/verein/60949
89,1-fc-union-berlin,1.FC Union Berlin,L1,,27,27.6,13,48.1,9,Stadion An der Alten Försterei,22012,+€6.02m,null,2022,https://www.transfermarkt.co.uk/1-fc-union-berlin/startseite/verein/89
8970,frosinone-calcio,null,IT1,,29,25.4,11,37.9,3,Benito Stirpe,16227,€-285k,null,2018,https://www.transfermarkt.co.uk/frosinone-calcio/startseite/verein/8970
995,fc-nantes,FC Nantes,FR1,,27,26.2,12,44.4,8,Stade de la Beaujoire,37463,€-12.45m,null,2022,https://www.transfermarkt.co.uk/fc-nantes/startseite/verein/995
1003,leicester-city,Leicester City,GB1,,27,27.0,19,70.4,17,King Power Stadium,32273,+€33.40m,null,2022,https://www.transfermarkt.co.uk/leicester-city/startseite/verein/1003
1010,fc-watford,null,GB1,,30,26.3,24,80.0,12,Vicarage Road,21577,+€42.02m,null,2021,https://www.transfermarkt.co.uk/fc-watford/startseite/verein/1010
11,fc-arsenal,Arsenal FC,GB1,,23,25.2,16,69.6,17,Emirates Stadium,60704,€-168.56m,null,2022,https://www.transfermarkt.co.uk/fc-arsenal/startseite/verein/11
1108,deportivo-alaves,null,ES1,,24,26.1,10,41.7,3,Mendizorroza,19840,+€625k,null,2021,https://www.transfermarkt.co.uk/deportivo-alaves/startseite/verein/1108
1132,fc-burnley,null,GB1,,26,25.1,18,69.2,12,Turf Moor,21994,+€38.26m,null,2021,https://www.transfermarkt.co.uk/fc-burnley/startseite/verein/1132
1411,raec-mons,null,BE1,,0,,0,,0,Charles Tondreau Stadion,12662,+-0,null,2013,https://www.transfermarkt.co.uk/raec-mons/startseite/verein/1411
1416,amiens-sc,null,FR1,,24,24.1,10,41.7,7,Stade Crédit Agricole la Licorne,12999,+€700k,null,2019,https://www.transfermarkt.co.uk/amiens-sc/startseite/verein/1416
1420,sco-angers,Angers SCO,FR1,,31,25.0,15,48.4,6,Stade Raymond Kopa,19350,+€31.00m,null,2022,https://www.transfermarkt.co.uk/sco-angers/startseite/verein/1420
150,real-betis-sevilla,Real Betis Balompié,ES1,,26,29.0,13,50.0,10,Benito Villamarín,59378,€-10.25m,null,2022,https://www.transfermarkt.co.uk/real-betis-sevilla/startseite/verein/150
167,fc-augsburg,FC Augsburg,L1,,32,25.3,19,59.4,6,WWK ARENA,30660,€-4.65m,null,2022,https://www.transfermarkt.co.uk/fc-augsburg/startseite/verein/167
265,panathinaikos-athen,Panathinaikos Athens,GR1,,30,27.0,21,70.0,10,Apostolos Nikolaidis,15000,€-3.67m,null,2022,https://www.transfermarkt.co.uk/panathinaikos-athen/startseite/verein/265
2672,apo-levadiakos,APO Levadiakos,GR1,,31,27.8,19,61.3,0,Stadio Livadias,5915,+-0,null,2022,https://www.transfermarkt.co.uk/apo-levadiakos/startseite/verein/2672
2696,krylya-sovetov-samara,Krylya Sovetov Samara,RU1,,25,25.0,6,24.0,4,Solidarnost Samara Arena,42347,+€2.53m,null,2022,https://www.transfermarkt.co.uk/krylya-sovetov-samara/startseite/verein/2696
2740,vorskla-poltava,null,UKR1,,30,25.0,9,30.0,2,Vorskla im. Oleksiy Butovskyi,23842,+€1.63m,null,2022,https://www.transfermarkt.co.uk/vorskla-poltava/startseite/verein/2740
2832,gaziantep-fk,Gaziantep FK,TR1,,7,24.1,4,57.1,0,Kalyon Stadyumu,33502,+€192k,null,2022,https://www.transfermarkt.co.uk/gaziantep-fk/startseite/verein/2832
2921,delfino-pescara-1936,null,IT1,,28,24.6,6,21.4,1,Adriatico,20476,+€4.60m,null,2016,https://www.transfermarkt.co.uk/delfino-pescara-1936/startseite/verein/2921
2990,academica-coimbra,null,PO1,,26,25.2,6,23.1,0,Estádio Cidade de Coimbra,29744,+€150k,null,2015,https://www.transfermarkt.co.uk/academica-coimbra/startseite/verein/2990
306,sc-heerenveen,SC Heerenveen,NL1,,26,24.6,12,46.2,2,Abe Lenstra Stadion,27224,+€4.95m,null,2022,https://www.transfermarkt.co.uk/sc-heerenveen/startseite/verein/306
3426,esbjerg-fb,null,DK1,,27,22.7,10,37.0,2,Blue Water Arena,16942,+-0,null,2019,https://www.transfermarkt.co.uk/esbjerg-fb/startseite/verein/3426
369,lyngby-bk,Lyngby BK,DK1,,30,24.1,7,23.3,2,Lyngby Stadion,10000,+€1.68m,null,2022,https://www.transfermarkt.co.uk/lyngby-bk/startseite/verein/369
370,aberdeen-fc,Aberdeen FC,SC1,,24,25.2,19,79.2,5,Pittodrie Stadium,22199,+€6.69m,null,2022,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370
3725,akhmat-grozny,Akhmat Grozny,RU1,,30,26.0,10,33.3,2,Akhmat-Arena,30200,€-4.40m,null,2022,https://www.transfermarkt.co.uk/akhmat-grozny/startseite/verein/3725
42,hannover-96,null,L1,,28,25.0,6,21.4,1,Heinz-von-Heiden-Arena,49000,€-300k,null,2018,https://www.transfermarkt.co.uk/hannover-96/startseite/verein/42
44,hertha-bsc,Hertha BSC,L1,,29,26.1,16,55.2,8,Olympiastadion Berlin,74667,+€16.20m,null,2022,https://www.transfermarkt.co.uk/hertha-bsc/startseite/verein/44
499,vitesse-arnheim,Vitesse Arnhem,NL1,,28,23.7,13,46.4,4,GelreDome,21248,€-1.20m,null,2022,https://www.transfermarkt.co.uk/vitesse-arnheim/startseite/verein/499
5,ac-mailand,AC Milan,IT1,,30,27.0,24,80.0,19,Giuseppe Meazza,75923,€-37.42m,null,2022,https://www.transfermarkt.co.uk/ac-mailand/startseite/verein/5
512,stoke-city,null,GB1,,24,26.7,9,37.5,6,bet365 Stadium,30089,+€17.00m,null,2017,https://www.transfermarkt.co.uk/stoke-city/startseite/verein/512
5724,randers-fc,Randers FC,DK1,,23,26.0,12,52.2,2,Cepheus Park Randers,10300,+€1.39m,null,2022,https://www.transfermarkt.co.uk/randers-fc/startseite/verein/5724
621,athletic-bilbao,Athletic Bilbao,ES1,,25,27.8,1,4.0,4,San Mamés,53289,+-0,null,2022,https://www.transfermarkt.co.uk/athletic-bilbao/startseite/verein/621
6676,asteras-tripolis,Asteras Tripolis,GR1,,32,27.3,24,75.0,0,Gipedo Theodoros Kolokotronis,7423,+-0,null,2022,https://www.transfermarkt.co.uk/asteras-tripolis/startseite/verein/6676
681,real-sociedad-san-sebastian,Real Sociedad,ES1,,26,25.7,5,19.2,6,Reale Arena,39313,+€27.50m,null,2022,https://www.transfermarkt.co.uk/real-sociedad-san-sebastian/startseite/verein/681
6992,chornomorets-odessa,Chornomorets Odessa,UKR1,,25,27.6,4,16.0,0,Stadion Chornomorets (2011),34164,+-0,null,2022,https://www.transfermarkt.co.uk/chornomorets-odessa/startseite/verein/6992
714,espanyol-barcelona,RCD Espanyol Barcelona,ES1,,27,26.0,7,25.9,5,RCDE Stadium,40500,€-5.80m,null,2022,https://www.transfermarkt.co.uk/espanyol-barcelona/startseite/verein/714
724,fc-volendam,FC Volendam,NL1,,32,22.6,13,40.6,0,Kras Stadion,7384,+-0,null,2022,https://www.transfermarkt.co.uk/fc-volendam/startseite/verein/724
800,atalanta-bergamo,Atalanta BC,IT1,,25,26.6,17,68.0,13,Gewiss Stadium,21747,+€6.35m,null,2022,https://www.transfermarkt.co.uk/atalanta-bergamo/startseite/verein/800
820,genclerbirligi-ankara,null,TR1,,34,26.0,10,29.4,1,Eryaman Stadyumu,20560,+€195k,null,2020,https://www.transfermarkt.co.uk/genclerbirligi-ankara/startseite/verein/820
932,lokomotiv-moskau,Lokomotiv Moscow,RU1,,29,24.1,7,24.1,9,RZD Arena,27084,€-4.80m,null,2022,https://www.transfermarkt.co.uk/lokomotiv-moskau/startseite/verein/932
984,west-bromwich-albion,null,GB1,,25,27.7,8,32.0,4,The Hawthorns,26850,€-1.35m,null,2020,https://www.transfermarkt.co.uk/west-bromwich-albion/startseite/verein/984
105,sv-darmstadt-98,null,L1,,27,25.6,11,40.7,1,Merck-Stadion am Böllenfalltor,17500,€-3.05m,null,2016,https://www.transfermarkt.co.uk/sv-darmstadt-98/startseite/verein/105
20100,fc-vestsjaelland,null,DK1,,0,,0,,0,Harboe Arena,10000,+-0,null,2014,https://www.transfermarkt.co.uk/fc-vestsjaelland/startseite/verein/20100
2288,swansea-city,null,GB1,,22,24.8,17,77.3,4,Swansea.com Stadium,21088,+€8.35m,null,2017,https://www.transfermarkt.co.uk/swansea-city/startseite/verein/2288
2448,sporting-gijon,null,ES1,,28,26.1,10,35.7,2,El Molinón - Enrique Castro Quini,29029,+€5.23m,null,2016,https://www.transfermarkt.co.uk/sporting-gijon/startseite/verein/2448
2477,karpaty-lviv,null,UKR1,,0,,0,,0,Stadion Ukraina,28051,+-0,null,2019,https://www.transfermarkt.co.uk/karpaty-lviv/startseite/verein/2477
29,fc-everton,Everton FC,GB1,,25,27.4,11,44.0,8,Goodison Park,39571,+€25.40m,null,2022,https://www.transfermarkt.co.uk/fc-everton/startseite/verein/29
290,aj-auxerre,AJ Auxerre,FR1,,33,25.7,21,63.6,10,Stade de l'Abbé-Deschamps,18541,€-1.25m,null,2022,https://www.transfermarkt.co.uk/aj-auxerre/startseite/verein/290
3057,standard-luttich,Standard Liège,BE1,,25,24.2,13,52.0,5,Maurice Dufrasne Stadion,27670,+€1.61m,null,2022,https://www.transfermarkt.co.uk/standard-luttich/startseite/verein/3057
3349,cd-feirense,null,PO1,,24,25.0,11,45.8,2,Estádio Marcolino de Castro,5401,+€325k,null,2018,https://www.transfermarkt.co.uk/cd-feirense/startseite/verein/3349
3729,arsenal-tula,null,RU1,,27,27.3,2,7.4,1,Arsenal,19241,+€1.80m,null,2021,https://www.transfermarkt.co.uk/arsenal-tula/startseite/verein/3729
4294,sc-farense,null,PO1,,28,27.6,15,53.6,1,Estádio São Luís,15000,+-0,null,2020,https://www.transfermarkt.co.uk/sc-farense/startseite/verein/4294
4795,fc-ingolstadt-04,null,L1,,28,24.3,8,28.6,1,Audi Sportpark,15800,+€1.55m,null,2016,https://www.transfermarkt.co.uk/fc-ingolstadt-04/startseite/verein/4795
524,gaziantepspor,null,TR1,,0,,0,,0,Gaziantep Stadyumu,33502,+-0,null,2016,https://www.transfermarkt.co.uk/gaziantepspor/startseite/verein/524
61825,fk-minaj,FK Minaj,UKR1,,25,26.0,1,4.0,0,Stadion Minaj,2000,+€100k,null,2022,https://www.transfermarkt.co.uk/fk-minaj/startseite/verein/61825
6894,kayseri-erciyesspor,null,TR1,,0,,0,,0,Kayseri Atatürk Spor Kompleksi Yan Açık Saha,2000,+-0,null,2014,https://www.transfermarkt.co.uk/kayseri-erciyesspor/startseite/verein/6894
1095,es-troyes-ac,ESTAC Troyes,FR1,,27,25.4,13,48.1,4,Stade de l'Aube,21877,€-14.80m,null,2022,https://www.transfermarkt.co.uk/es-troyes-ac/startseite/verein/1095
11282,alanyaspor,Alanyaspor,TR1,,30,25.9,14,46.7,4,Kırbıyık Holding Stadyumu,10128,+-0,null,2022,https://www.transfermarkt.co.uk/alanyaspor/startseite/verein/11282
114,besiktas-istanbul,Besiktas JK,TR1,,29,27.7,15,51.7,14,Vodafone Park,42590,€-15.15m,null,2022,https://www.transfermarkt.co.uk/besiktas-istanbul/startseite/verein/114
1244,cd-leganes,null,ES1,,23,28.5,8,34.8,3,Butarque,12454,+€1.00m,null,2019,https://www.transfermarkt.co.uk/cd-leganes/startseite/verein/1244
1268,ado-den-haag,null,NL1,,34,23.5,7,20.6,3,Bingoal Stadion,15000,+-0,null,2020,https://www.transfermarkt.co.uk/ado-den-haag/startseite/verein/1268
20698,balikesirspor,null,TR1,,22,22.0,1,4.5,0,Balıkesir Atatürk,15800,+-0,null,2014,https://www.transfermarkt.co.uk/balikesirspor/startseite/verein/20698
2420,vitoria-guimaraes-sc,Vitória Guimarães SC,PO1,,29,24.1,12,41.4,4,Estádio D. Afonso Henriques,29865,+€13.49m,null,2022,https://www.transfermarkt.co.uk/vitoria-guimaraes-sc/startseite/verein/2420
294,benfica-lissabon,SL Benfica,PO1,,24,25.0,14,58.3,10,Estádio da Luz,65000,+€148.17m,null,2022,https://www.transfermarkt.co.uk/benfica-lissabon/startseite/verein/294
331,ca-osasuna,CA Osasuna,ES1,,22,27.8,4,18.2,3,El Sadar,23576,€-2.00m,null,2022,https://www.transfermarkt.co.uk/ca-osasuna/startseite/verein/331
3327,fc-penafiel,null,PO1,,28,27.9,4,14.3,0,Estádio Municipal 25 de Abril,5230,+-0,null,2014,https://www.transfermarkt.co.uk/fc-penafiel/startseite/verein/3327
3522,spezia-calcio,Spezia Calcio,IT1,,29,25.8,22,75.9,10,Alberto Picco,11676,+€23.32m,null,2022,https://www.transfermarkt.co.uk/spezia-calcio/startseite/verein/3522
354,kv-mechelen,KV Mechelen,BE1,,30,24.3,10,33.3,3,AFAS Stadion,16672,+€4.25m,null,2022,https://www.transfermarkt.co.uk/kv-mechelen/startseite/verein/354
399,leeds-united,Leeds United,GB1,,24,25.6,19,79.2,8,Elland Road,37890,€-31.09m,null,2022,https://www.transfermarkt.co.uk/leeds-united/startseite/verein/399
40,fc-girondins-bordeaux,null,FR1,,26,22.7,13,50.0,6,Matmut Atlantique,42115,+€12.70m,null,2021,https://www.transfermarkt.co.uk/fc-girondins-bordeaux/startseite/verein/40
410,udinese-calcio,Udinese Calcio,IT1,,27,25.4,22,81.5,9,Dacia Arena,25144,+€9.30m,null,2022,https://www.transfermarkt.co.uk/udinese-calcio/startseite/verein/410
41201,pfk-tambov,null,RU1,,0,,0,,0,Mordovia Arena,44149,+-0,null,2020,https://www.transfermarkt.co.uk/pfk-tambov/startseite/verein/41201
583,fc-paris-saint-germain,Paris Saint-Germain,FR1,,26,25.3,16,61.5,13,Parc des Princes,49691,€-88.20m,null,2022,https://www.transfermarkt.co.uk/fc-paris-saint-germain/startseite/verein/583
601,kv-kortrijk,KV Kortrijk,BE1,,28,25.1,20,71.4,5,Guldensporenstadion,9399,€-459k,null,2022,https://www.transfermarkt.co.uk/kv-kortrijk/startseite/verein/601
6414,metalist-kharkiv,null,UKR1,,0,,0,,0,OSK Metalist,38685,+-0,null,2015,https://www.transfermarkt.co.uk/metalist-kharkiv/startseite/verein/6414
642,de-graafschap-doetinchem,null,NL1,,30,23.7,6,20.0,0,"Stadion ""De Vijverberg""",12600,+-0,null,2018,https://www.transfermarkt.co.uk/de-graafschap-doetinchem/startseite/verein/642
6994,metalurg-zaporizhya-bis-2016-,null,UKR1,,0,,0,,0,Slavutych Arena,11883,+-0,null,2015,https://www.transfermarkt.co.uk/metalurg-zaporizhya-bis-2016-/startseite/verein/6994
7185,panthrakikos-komotini,null,GR1,,29,24.2,3,10.3,0,Stadio Komotinis OPAP,5601,+-0,null,2015,https://www.transfermarkt.co.uk/panthrakikos-komotini/startseite/verein/7185
798,sbv-excelsior-rotterdam,Excelsior Rotterdam,NL1,,28,23.6,10,35.7,1,Van Donge & De Roo Stadion - Woudestein,4400,+€2.63m,null,2022,https://www.transfermarkt.co.uk/sbv-excelsior-rotterdam/startseite/verein/798
924,istanbulspor,Istanbulspor,TR1,,34,24.8,17,50.0,5,Esenyurt Necmi Kadıoğlu Stadyumu,7500,+€2.00m,null,2022,https://www.transfermarkt.co.uk/istanbulspor/startseite/verein/924
1038,sampdoria-genua,UC Sampdoria,IT1,,29,26.5,17,58.6,6,Luigi Ferraris,36348,+€28.60m,null,2022,https://www.transfermarkt.co.uk/sampdoria-genua/startseite/verein/1038
1053,aalborg-bk,Aalborg BK,DK1,,26,24.6,9,34.6,0,Aalborg Portland Park,13800,+€2.84m,null,2022,https://www.transfermarkt.co.uk/aalborg-bk/startseite/verein/1053
1075,sc-braga,SC Braga,PO1,,25,25.9,14,56.0,3,Estádio Municipal de Braga,30286,+€48.73m,null,2022,https://www.transfermarkt.co.uk/sc-braga/startseite/verein/1075
12321,fc-girona,Girona FC,ES1,,25,26.6,11,44.0,4,Montilivi,13286,€-15.00m,null,2022,https://www.transfermarkt.co.uk/fc-girona/startseite/verein/12321
1241,livingston-fc,Livingston FC,SC1,,22,27.2,11,50.0,0,Tony Macaroni Arena,9512,+-0,null,2022,https://www.transfermarkt.co.uk/livingston-fc/startseite/verein/1241
1390,cagliari-calcio,null,IT1,,28,25.9,12,42.9,4,Unipol Domus,16416,+€29.28m,null,2021,https://www.transfermarkt.co.uk/cagliari-calcio/startseite/verein/1390
15,bayer-04-leverkusen,Bayer 04 Leverkusen,L1,,27,24.9,19,70.4,13,BayArena,30210,€-5.60m,null,2022,https://www.transfermarkt.co.uk/bayer-04-leverkusen/startseite/verein/15
1519,dundee-united-fc,Dundee United FC,SC1,,23,26.1,11,47.8,5,Tannadice Park,14223,€-355k,null,2022,https://www.transfermarkt.co.uk/dundee-united-fc/startseite/verein/1519
1531,fc-elche,Elche CF,ES1,,26,27.7,10,38.5,2,Manuel Martínez Valero,31388,€-7.66m,null,2022,https://www.transfermarkt.co.uk/fc-elche/startseite/verein/1531
1533,sd-eibar,null,ES1,,26,28.1,5,19.2,0,Ipurua,8164,+€2.60m,null,2020,https://www.transfermarkt.co.uk/sd-eibar/startseite/verein/1533
16795,fc-granada,null,ES1,,28,28.0,8,28.6,3,Nuevo Los Cármenes,19336,+€27.46m,null,2021,https://www.transfermarkt.co.uk/fc-granada/startseite/verein/16795
19,brescia-calcio,null,IT1,,28,25.1,12,42.9,1,Mario Rigamonti,19550,+€3.65m,null,2019,https://www.transfermarkt.co.uk/brescia-calcio/startseite/verein/19
202,fc-groningen,FC Groningen,NL1,,29,22.8,14,48.3,5,Euroborg,22555,+€15.97m,null,2022,https://www.transfermarkt.co.uk/fc-groningen/startseite/verein/202
2323,orduspor,null,TR1,,2,21.0,0,,0,19 Eylül Stadyum,11024,+-0,null,2012,https://www.transfermarkt.co.uk/orduspor/startseite/verein/2323
3325,gd-chaves,GD Chaves,PO1,,27,26.3,17,63.0,3,Estádio Municipal Eng.º Manuel Branco Teixeira,9000,+€4.50m,null,2022,https://www.transfermarkt.co.uk/gd-chaves/startseite/verein/3325
3609,rotor-volgograd,null,RU1,,27,23.9,2,7.4,0,Volgograd Arena,45568,€-13k,null,2020,https://www.transfermarkt.co.uk/rotor-volgograd/startseite/verein/3609
38,fortuna-dusseldorf,null,L1,,30,25.7,12,40.0,2,MERKUR SPIEL-ARENA,54600,+€600k,null,2019,https://www.transfermarkt.co.uk/fortuna-dusseldorf/startseite/verein/38
4,1-fc-nurnberg,null,L1,,33,25.2,7,21.2,2,Max-Morlock-Stadion,50000,+€2.63m,null,2018,https://www.transfermarkt.co.uk/1-fc-nurnberg/startseite/verein/4
403,willem-ii-tilburg,null,NL1,,27,25.9,7,25.9,0,Koning Willem II Stadion,14700,+€385k,null,2021,https://www.transfermarkt.co.uk/willem-ii-tilburg/startseite/verein/403
4102,carpi-fc-1909,null,IT1,,25,23.6,6,24.0,1,Sandro Cabassi,5510,+-0,null,2015,https://www.transfermarkt.co.uk/carpi-fc-1909/startseite/verein/4102
415,fc-toulouse,FC Toulouse,FR1,,26,24.3,23,88.5,6,Stadium Municipal,33150,€-3.00m,null,2022,https://www.transfermarkt.co.uk/fc-toulouse/startseite/verein/415
449,trabzonspor,Trabzonspor,TR1,,30,25.6,13,43.3,12,Şenol Güneş Spor Kompleksi,40782,+€1.81m,null,2022,https://www.transfermarkt.co.uk/trabzonspor/startseite/verein/449
6418,panetolikos-gfs,Panetolikos GFS,GR1,,31,25.7,13,41.9,5,Gipedo Panetolikou,7321,+€100k,null,2022,https://www.transfermarkt.co.uk/panetolikos-gfs/startseite/verein/6418
79,vfb-stuttgart,VfB Stuttgart,L1,,29,23.7,16,55.2,8,Mercedes-Benz Arena,60449,+€37.81m,null,2022,https://www.transfermarkt.co.uk/vfb-stuttgart/startseite/verein/79
83678,metal-kharkiv,Metalist Kharkiv,UKR1,,26,25.3,4,15.4,0,Avangard,10640,€-820k,null,2022,https://www.transfermarkt.co.uk/metal-kharkiv/startseite/verein/83678
964,zenit-st-petersburg,Zenit St. Petersburg,RU1,,23,26.5,10,43.5,9,Gazprom Arena,63026,€-7.17m,null,2022,https://www.transfermarkt.co.uk/zenit-st-petersburg/startseite/verein/964
979,moreirense-fc,null,PO1,,25,26.6,16,64.0,1,E. C. J. de Almeida Freitas,6153,+€1.00m,null,2021,https://www.transfermarkt.co.uk/moreirense-fc/startseite/verein/979
1063,viborg-ff,Viborg FF,DK1,,24,23.5,13,54.2,4,Viborg Stadion,9566,+€3.22m,null,2022,https://www.transfermarkt.co.uk/viborg-ff/startseite/verein/1063
121,dinamo-moskau,Dynamo Moscow,RU1,,23,25.0,9,39.1,10,VTB-Arena,25716,€-6.38m,null,2022,https://www.transfermarkt.co.uk/dinamo-moskau/startseite/verein/121
18303,fk-oleksandriya,null,UKR1,,27,24.4,2,7.4,3,KSK Nika,7000,+-0,null,2022,https://www.transfermarkt.co.uk/fk-oleksandriya/startseite/verein/18303
19789,yeni-malatyaspor,null,TR1,,11,22.7,2,18.2,1,Yeni Malatya Stadyumu,25745,+€778k,null,2021,https://www.transfermarkt.co.uk/yeni-malatyaspor/startseite/verein/19789
2292,elazigspor,null,TR1,,32,25.0,0,,0,Elazığ Doğukent Stadı,2500,+€17k,null,2013,https://www.transfermarkt.co.uk/elazigspor/startseite/verein/2292
2760,partick-thistle-fc,null,SC1,,19,27.9,1,5.3,0,The Energy Check Stadium at Firhill,10102,+-0,null,2017,https://www.transfermarkt.co.uk/partick-thistle-fc/startseite/verein/2760
367,rayo-vallecano,Rayo Vallecano,ES1,,25,28.7,8,32.0,6,Campo de Fútbol de Vallecas,15105,€-11.10m,null,2022,https://www.transfermarkt.co.uk/rayo-vallecano/startseite/verein/367
3709,fc-getafe,Getafe CF,ES1,,25,27.8,12,48.0,9,Coliseum Alfonso Pérez,16800,+€4.75m,null,2022,https://www.transfermarkt.co.uk/fc-getafe/startseite/verein/3709
380,us-salernitana-1919,US Salernitana 1919,IT1,,27,26.8,17,63.0,12,Arechi,29739,€-23.10m,null,2022,https://www.transfermarkt.co.uk/us-salernitana-1919/startseite/verein/380
41,hamburger-sv,null,L1,,30,23.6,15,50.0,4,Volksparkstadion,57000,€-6.00m,null,2017,https://www.transfermarkt.co.uk/hamburger-sv/startseite/verein/41
43,heart-of-midlothian-fc,Heart of Midlothian FC,SC1,,29,26.5,16,55.2,9,Tynecastle Park,19852,€-870k,null,2022,https://www.transfermarkt.co.uk/heart-of-midlothian-fc/startseite/verein/43
465,st-mirren-fc,St. Mirren FC,SC1,,23,26.7,14,60.9,6,The SMISA Stadium,8023,+€339k,null,2022,https://www.transfermarkt.co.uk/st-mirren-fc/startseite/verein/465
468,sparta-rotterdam,Sparta Rotterdam,NL1,,24,26.1,9,37.5,1,"Sparta-stadion ""Het Kasteel""",11026,+€2.19m,null,2022,https://www.transfermarkt.co.uk/sparta-rotterdam/startseite/verein/468
472,ud-las-palmas,null,ES1,,26,26.8,6,23.1,1,Estadio de Gran Canaria,32400,€-500k,null,2017,https://www.transfermarkt.co.uk/ud-las-palmas/startseite/verein/472
660,shakhtar-donetsk,Shakhtar Donetsk,UKR1,,31,24.7,6,19.4,14,Arena Lviv,34915,+€102.90m,null,2022,https://www.transfermarkt.co.uk/shakhtar-donetsk/startseite/verein/660
749,fc-empoli,FC Empoli,IT1,,30,25.2,14,46.7,9,Carlo Castellani,19847,+€16.51m,null,2022,https://www.transfermarkt.co.uk/fc-empoli/startseite/verein/749
750,fc-sochaux-montbeliard,null,FR1,,25,26.2,11,44.0,4,Stade Auguste-Bonal,20005,+€4.00m,null,2013,https://www.transfermarkt.co.uk/fc-sochaux-montbeliard/startseite/verein/750
82,vfl-wolfsburg,VfL Wolfsburg,L1,,25,24.6,15,60.0,10,Volkswagen Arena,30000,€-12.05m,null,2022,https://www.transfermarkt.co.uk/vfl-wolfsburg/startseite/verein/82
940,celta-vigo,Celta de Vigo,ES1,,23,26.3,10,43.5,6,Abanca Balaídos,29000,€-5.15m,null,2022,https://www.transfermarkt.co.uk/celta-vigo/startseite/verein/940
976,cf-uniao-madeira,null,PO1,,0,,0,,0,Centro Desportivo da Madeira,2500,+-0,null,2015,https://www.transfermarkt.co.uk/cf-uniao-madeira/startseite/verein/976
987,motherwell-fc,Motherwell FC,SC1,,29,25.9,19,65.5,4,Fir Park,13750,+€225k,null,2022,https://www.transfermarkt.co.uk/motherwell-fc/startseite/verein/987
